,Year,Distance,Type,Stage,Temperature,Precipitation,Humidity,Wind Speed,Relative Wind Speed,Average_speed
589,2007,199.5,1,6.0,20.4,0.0,62.41,20.6,1.977969930831487,37.2916558492134
590,2007,197.5,3,7.0,21.3,0.0,64.57,18.4,4.113065620024356,40.4138009435571
591,2007,165.0,3,8.0,22.0,0.0,53.93,22.6,2.035140964559728,34.1772151898734
592,2007,159.5,3,9.0,23.5,0.0,41.0,18.3,3.621852079648807,37.6179245283019
593,2008,197.5,1,1.0,17.5,1.14,71.61,32.0,4.225557268356938,42.9166415162673
594,2008,156.0,3,10.0,16.4,0.03,74.0,14.2,1.925398823804394,36.076315282328
595,2008,156.0,3,10.0,16.4,0.03,74.0,14.2,1.925398823804394,36.076315282328
596,2008,167.5,2,11.0,19.8,0.11,65.95,14.2,10.217524102474062,42.188483873224705
597,2008,168.5,1,12.0,24.2,0.0,54.54,29.2,22.996617193179258,45.7742227588289
598,2008,182.0,1,13.0,24.3,0.0,43.99,20.9,20.350178232851203,41.098983816334204
599,2008,194.5,1,14.0,23.6,0.0,40.12,25.8,6.928366166314926,46.1021859362655
600,2008,183.0,3,15.0,21.7,0.0,84.43,22.3,2.862853376906247,37.76656730107771
601,2008,157.0,3,16.0,15.7,0.0,57.05,24.1,11.717673258876152,34.702523484988
602,2008,210.5,3,17.0,18.0,0.0,59.12,19.7,13.668431630938555,34.3237612102546
603,2008,196.5,2,18.0,19.8,0.0,59.44,14.1,12.307276638906378,43.610135010172
604,2008,165.5,1,19.0,19.6,0.0,77.26,12.7,8.3826179185489,45.7287589224039
605,2008,164.5,1,2.0,14.6,5.55,81.37,38.7,30.182999172473508,43.8244653296825
606,2008,53.0,0,20.0,20.0,4.01,79.78,16.6,1.7313018425281883,49.8172323759791
607,2008,143.0,1,21.0,23.5,0.0,61.33,11.5,10.981207797176495,37.041300906605294
608,2008,208.0,1,3.0,15.0,16.86,88.34,35.6,14.835523900875085,40.8577508593878
609,2008,29.5,0,4.0,16.7,0.27,75.2,23.7,9.308833333333332,49.533582089552205
610,2008,232.0,1,5.0,18.9,0.0,63.91,16.5,11.438485418572101,42.4562830418869
611,2008,195.5,2,6.0,21.2,0.0,64.6,11.2,1.5429378134848013,39.3800358102059
612,2008,195.5,2,6.0,21.2,0.0,64.6,11.2,1.5429378134848013,39.3778324847535
613,2008,159.0,2,7.0,18.3,0.0,81.89,22.4,4.441986472554863,40.9647176697917
614,2008,172.5,1,8.0,16.7,26.98,88.28,13.6,3.889790745334703,42.610127624536794
615,2008,224.0,3,9.0,14.9,2.16,78.95,21.9,1.4785661133305206,39.5915161036921
616,2008,224.0,3,9.0,14.9,2.16,78.95,21.9,1.4785661133305206,39.4675019577134
617,2009,15.5,0,1.0,24.8,0.0,79.23,15.5,2.1872222222222226,47.61092150170649
618,2009,194.5,1,10.0,20.1,1.67,74.62,17.1,14.275169669200759,40.7022031041097
619,2009,192.0,1,11.0,20.5,0.0,65.97,12.4,11.591433097054338,44.6655896607431
620,2009,211.5,1,12.0,21.2,0.11,68.86,12.5,5.397289587219223,43.3994528043776
621,2009,200.0,2,13.0,18.1,10.65,87.45,25.7,13.291362600991468,40.481277409198206
622,2009,199.0,1,14.0,14.2,10.22,79.53,14.8,0.39559191381862435,42.9857194287772
623,2009,207.5,3,15.0,15.5,0.0,62.49,25.9,5.426325850916894,40.958438425265896
624,2009,159.0,3,16.0,21.3,0.0,53.44,13.0,2.258121085520945,37.5098296199214
625,2009,159.0,3,16.0,21.3,0.0,53.44,13.0,2.258121085520945,37.4950871217084
626,2009,169.5,3,17.0,22.5,0.0,61.1,12.0,8.946627024941456,34.603606668935
627,2009,40.5,0,18.0,23.5,0.46,62.66,22.3,4.497166666666668,50.0858811405015
628,2009,178.0,1,19.0,25.8,0.0,38.63,27.2,3.272945549872807,46.31731116732921
629,2009,187.0,1,2.0,26.2,0.1,67.04,25.5,8.539422920758131,41.550425873349
630,2009,167.0,3,20.0,16.8,0.0,62.08,16.0,4.606974496173411,35.8689815643458
631,2009,164.0,1,21.0,20.6,0.0,58.89,13.1,9.985546628414617,40.6108130416839
632,2009,196.5,1,3.0,26.0,0.0,51.36,28.7,8.85164679066493,39.117451891174504
633,2009,196.5,1,5.0,22.6,0.0,45.64,26.2,15.263647901600567,43.734157650695494
634,2009,181.5,1,6.0,20.4,16.0,76.49,14.6,0.8987093063289838,41.6363983941885
635,2009,224.0,3,7.0,17.5,0.0,70.18,21.5,9.547208034073472,36.176035171145294
636,2009,176.5,3,8.0,19.7,0.0,67.26,14.7,13.336074266983713,38.9576946658492
637,2009,160.5,3,9.0,22.1,0.0,60.7,12.6,7.738722766409815,39.2234064218315
638,2010,8.9,0,0.0,20.7,2.0,78.05,17.1,8.008500000000002,53.4
639,2010,223.5,1,1.0,20.3,0.0,63.4,21.3,8.870836765936874,43.309290558725394
640,2010,179.0,2,10.0,25.0,0.0,54.36,23.1,1.4536004415804558,34.541166380789
641,2010,184.5,1,11.0,25.6,0.0,54.5,22.1,18.43459075670263,39.18815269337421
642,2010,210.5,2,12.0,22.9,0.0,71.26,7.6,1.1652924063776764,42.321009717413204
643,2010,196.0,1,13.0,22.6,0.0,57.97,27.7,12.746347149424718,44.1386212936319
644,2010,184.5,3,14.0,19.3,0.13,53.25,14.6,10.552768527224998,37.8202938161941
645,2010,187.5,3,15.0,21.6,0.0,60.12,14.8,0.575333887648412,39.4783015557375
646,2010,199.5,3,16.0,22.0,0.0,76.1,23.8,8.916940978460445,36.0850123097021
647,2010,174.0,3,17.0,15.8,51.42,90.17,9.5,4.963690122595552,34.4005711461365
648,2010,198.0,1,18.0,18.8,0.2,70.57,31.2,20.286825898986674,42.8648746166336
649,2010,52.0,0,19.0,19.2,0.0,70.2,25.9,13.033177487663902,51.203501094091905
650,2010,201.0,1,2.0,15.8,5.55,77.25,14.4,11.515756636121218,42.9487179487179
651,2010,102.5,1,20.0,19.5,0.0,61.59,14.1,9.570312407729594,37.881121034801396
652,2010,213.0,1,3.0,17.1,0.0,62.83,13.4,2.0477857074103443,44.12475543791
653,2010,153.5,1,4.0,20.1,0.0,55.14,9.4,2.4117388033598073,42.85381930981
654,2010,187.5,1,5.0,25.2,0.0,48.89,8.1,3.5076838700711055,41.5384615384615
655,2010,227.5,1,6.0,26.7,0.0,57.31,13.1,2.8006428008726902,40.420491560556705
656,2010,165.5,2,7.0,18.1,0.71,82.2,29.2,4.78207820975546,37.7758052244484
657,2010,189.0,3,8.0,23.6,8.8,69.21,11.1,8.330604416499524,38.54739108265821
658,2010,204.5,3,9.0,24.2,7.17,70.41,10.3,0.20522357951035386,36.2838836865451
659,2011,191.5,1,1.0,20.1,0.0,45.99,18.3,2.4559301235974798,40.81463501272871
660,2011,158.0,1,10.0,24.5,1.81,51.76,19.4,1.891509401539577,44.8545067423705
661,2011,167.5,1,11.0,18.1,21.22,86.43,26.0,8.510185194906716,44.44608240583771
662,2011,211.0,3,12.0,17.6,0.0,73.88,12.5,0.4809082963910703,35.044982698961896
663,2011,152.5,3,13.0,18.9,0.01,71.81,9.3,1.5471649691017875,40.2021089630931
664,2011,168.5,3,14.0,18.5,0.0,60.85,26.6,17.843315826769423,32.25737835682
665,2011,192.5,1,15.0,22.0,0.0,65.29,36.5,34.918508900512684,44.3548387096774
666,2011,162.5,2,16.0,11.6,38.8,78.67,16.8,6.359397210429388,46.0702472830367
667,2011,179.0,3,17.0,18.3,0.0,64.27,29.0,22.135405941326162,41.62790697674421
668,2011,200.5,3,18.0,8.6,6.4,90.73,34.0,9.777139498327674,32.6961406051821
669,2011,109.5,3,19.0,18.7,1.96,75.62,12.8,10.865309591364984,33.968117190865996
670,2011,42.5,0,20.0,16.9,11.65,86.27,9.3,0.7336666666666661,45.8908218356329
671,2011,95.0,1,21.0,16.6,2.6,59.06,18.4,4.316861458889196,38.7667195647246
672,2011,198.0,1,3.0,20.3,0.0,48.52,24.3,22.607655513144113,42.375601926163704
673,2011,172.5,1,4.0,17.1,4.1,70.87,27.4,25.336292028324856,41.1285515597059
674,2011,164.5,1,5.0,16.5,0.0,68.09,33.9,29.614704353553986,45.16473459426479
675,2011,226.5,1,6.0,15.4,1.81,76.07,28.7,24.165709496087402,43.33315618855289
676,2011,218.0,1,7.0,18.4,0.0,61.16,29.5,13.072087393518562,38.5973540549845
677,2011,189.0,2,8.0,18.5,0.0,66.99,18.4,0.03324401447617245,40.9731422377454
678,2011,208.0,2,9.0,19.4,0.0,66.88,13.0,1.8265371223844438,38.147638697845004
679,2012,6.4,0,0.0,19.2,0.0,65.82,27.8,5.06577777777778,53.210161662817605
680,2012,198.0,1,1.0,15.9,0.0,70.42,25.4,2.1058679793796804,39.823453824236005
681,2012,194.5,3,10.0,19.2,0.0,62.19,22.3,20.50886195910251,40.742464796927706
682,2012,148.0,3,11.0,19.2,0.0,64.47,17.3,8.163742322881527,31.278619232124
683,2012,226.0,2,12.0,19.8,0.09,57.48,22.8,10.963703442571877,39.5604395604396
684,2012,217.0,1,13.0,22.9,0.0,49.7,31.3,11.025045899238474,43.693718888080994
685,2012,191.0,3,14.0,16.3,0.0,69.26,20.0,0.9358203331148363,39.451488897814
686,2012,158.5,1,15.0,18.1,0.0,70.05,9.4,8.675770627722622,43.178206583427894
687,2012,197.0,3,16.0,23.2,0.0,59.01,13.8,7.085529846904255,35.28007163466321
688,2012,143.5,3,17.0,18.0,0.0,79.28,13.0,0.428138069380684,34.141828035159605
689,2012,222.5,1,18.0,18.6,0.0,71.33,17.7,7.758662488485477,45.3772943575799
690,2012,53.5,0,19.0,15.7,0.0,63.48,14.7,13.230670446255429,49.987023098884
691,2012,207.5,1,2.0,16.6,0.0,63.79,18.5,16.42864837117122,41.9215444188787
692,2012,120.0,1,20.0,19.0,0.0,52.54,12.7,1.3607582283851636,38.2741206697971
693,2012,197.0,2,3.0,8.7,0.0,69.54,17.5,9.406269847527446,41.7717045588409
694,2012,214.5,1,4.0,20.1,0.8,74.05,20.4,2.523546031075132,40.4039347007116
695,2012,196.5,1,5.0,18.7,4.74,91.46,13.1,6.5705948134300485,41.8827708703375
696,2012,207.5,1,6.0,18.9,1.0,74.44,18.4,10.587137110105331,44.9458483754513
697,2012,199.0,2,7.0,19.0,0.0,73.02,10.7,2.820577602854286,39.9888361708066
698,2012,157.5,2,8.0,17.3,23.3,76.86,25.1,10.465503434097467,40.0141143260409
699,2012,41.5,0,9.0,19.2,0.0,71.95,13.6,13.516336314260917,48.443579766537
700,2013,213.0,1,1.0,20.3,0.0,53.15,14.4,13.167232387641313,43.0496294632832
701,2013,197.0,1,10.0,18.4,0.0,77.66,25.9,4.506043161080217,40.2840102243681
702,2013,33.0,0,11.0,23.4,5.05,80.7,24.1,11.978723022521276,54.2713567839196
703,2013,218.0,1,12.0,19.1,0.0,66.12,22.3,11.36259346236372,45.1319799873483
704,2013,173.0,1,13.0,20.4,0.0,59.36,20.4,8.28110992851554,47.1532404603271
705,2013,191.0,2,14.0,23.0,0.0,49.42,20.7,14.47821827618981,44.908889034027794
706,2013,242.5,3,15.0,20.4,0.0,55.41,16.6,9.441258433837156,41.7204301075269
707,2013,168.0,3,16.0,22.7,0.0,52.38,16.8,9.023376242052434,43.308270676691706
708,2013,32.0,0,17.0,20.0,5.54,58.52,20.5,16.284331515139726,37.245392822502396
709,2013,172.5,3,18.0,20.2,22.01,83.34,23.4,22.406778670014695,35.501943745712296
710,2013,204.5,3,19.0,20.2,5.0,80.73,17.5,11.004169786711799,34.1766863191124
711,2013,156.0,2,2.0,20.4,0.0,62.69,24.1,8.019610976963872,41.9386154880143
712,2013,125.0,3,20.0,21.4,2.0,69.47,15.3,2.8451291964851526,34.2361533779671
713,2013,133.5,1,21.0,26.7,0.0,50.75,18.0,6.269394245022857,43.0105602291033
714,2013,145.5,2,3.0,21.0,0.0,66.81,14.7,9.916813159712794,39.4308943089431
715,2013,228.5,1,5.0,20.6,0.0,72.75,19.5,5.819514974235048,41.3138466174476
716,2013,176.5,1,6.0,24.9,0.0,48.6,32.6,9.268201995753726,44.3034444289499
717,2013,205.5,1,7.0,21.7,0.2,70.92,11.2,4.488160439424505,41.9102651257648
718,2013,195.0,3,8.0,21.5,0.0,67.77,16.1,6.242970676690963,38.5756676557863
719,2013,168.5,3,9.0,23.2,0.0,64.41,14.6,3.503092114978728,35.7180710121887
720,2014,190.5,1,1.0,15.1,10.6,74.3,27.5,16.75227971727689,40.2299524843081
721,2014,161.5,3,10.0,16.6,13.13,87.78,18.0,0.41590468648666956,36.2333291786115
722,2014,187.5,2,11.0,19.0,0.0,71.48,9.5,3.8970985602965236,42.333019755409204
723,2014,185.5,1,12.0,24.2,0.0,57.72,18.1,13.648421721033811,40.8915559365624
724,2014,197.5,3,13.0,24.0,0.2,67.96,9.0,0.6137742384404475,37.922022507867105
725,2014,177.0,3,14.0,23.2,0.0,53.61,17.4,0.2522175020731104,34.4302155940995
726,2014,222.0,1,15.0,22.6,12.0,66.5,24.8,10.602407468921362,44.8913104532944
727,2014,237.5,3,16.0,19.3,0.0,73.84,10.3,3.7208446544977525,38.8107126645483
728,2014,124.5,3,17.0,20.6,0.0,75.11,12.3,0.15990972119295863,34.6823492996982
729,2014,145.5,3,18.0,21.7,0.0,82.29,12.7,8.106377264782141,35.737190420959294
730,2014,208.5,1,19.0,20.0,45.7,90.82,20.5,17.604913125852345,44.09846660008229
731,2014,201.0,2,2.0,14.7,0.0,68.89,21.1,10.725416473910066,39.0797148412184
732,2014,54.0,0,20.0,20.5,0.2,81.86,15.0,12.889797446803964,48.8319517709118
733,2014,137.5,1,21.0,23.0,0.0,63.0,13.3,3.1150531668421095,41.0788381742739
734,2014,155.0,1,3.0,16.2,2.4,69.36,0.3,0.07522443631619448,42.5629290617849
735,2014,163.5,1,4.0,16.0,6.91,85.3,14.8,12.232874015144795,45.2804061850912
736,2014,152.5,2,5.0,12.7,16.35,94.09,21.4,20.84926137696695,46.076374318086394
737,2014,194.0,1,6.0,16.0,10.12,93.22,29.3,28.48655522230122,46.25471885555329
738,2014,234.5,1,7.0,18.4,0.0,83.02,14.6,13.469271261094354,44.15502902871489
739,2014,161.0,2,8.0,17.2,0.0,86.68,14.4,9.16753493134829,42.0976176641487
740,2014,170.0,2,9.0,18.4,1.34,79.57,18.8,9.604622726157714,40.8708427941766
741,2015,13.8,0,1.0,25.6,0.0,69.67,26.2,2.6927777777777777,55.446428571428605
742,2015,167.0,3,10.0,20.6,0.0,66.82,12.8,7.083280055054444,38.227252495708
743,2015,188.0,3,11.0,23.8,0.0,61.83,11.6,2.1629872634264253,37.348932178135904
744,2015,195.0,3,12.0,26.6,0.0,48.95,12.9,5.628700046759685,34.3881649848143
745,2015,198.5,2,13.0,27.3,0.0,43.67,18.4,11.902340127311032,41.9809658089531
746,2015,178.5,2,14.0,23.7,0.0,75.38,22.3,9.033403417289913,40.611767679959605
747,2015,183.0,2,15.0,27.7,0.0,67.95,16.8,16.363786331577643,46.4107079957732
748,2015,201.0,2,16.0,25.5,0.0,50.58,24.1,4.244485005419664,44.6391116594695
749,2015,161.0,3,17.0,22.9,6.93,61.37,19.7,12.289060216264518,38.2902820902425
750,2015,186.5,3,18.0,23.3,0.28,73.21,9.7,9.124497628598142,36.8496158068057
751,2015,138.0,3,19.0,24.3,8.8,72.58,11.2,2.80491026526122,31.4968617257338
752,2015,166.0,1,2.0,21.4,0.0,69.83,14.3,13.569943000993407,47.644104281272405
753,2015,110.5,3,20.0,21.2,18.19,67.94,18.3,14.35530009451687,33.5951355459843
754,2015,109.5,1,21.0,15.2,4.8,69.88,21.6,12.932479324293677,38.719182791474296
755,2015,159.5,1,3.0,19.4,0.0,61.23,15.2,6.742530559231843,46.25422909618171
756,2015,223.5,2,4.0,19.2,1.4,70.79,27.3,7.381574103450521,40.764008511500705
757,2015,189.5,1,5.0,15.0,1.13,81.83,36.4,4.9696836227366825,40.752688172043
758,2015,191.5,1,6.0,15.8,0.0,69.98,27.7,8.20485299646967,39.112674458186795
759,2015,190.5,1,7.0,20.6,0.0,51.88,21.7,13.600950458999474,42.7422873169212
760,2015,181.5,1,8.0,17.4,0.0,73.76,19.2,1.8278757139249984,41.7374640689875
761,2016,188.0,1,1.0,14.0,0.0,76.9,33.8,31.720317482640482,44.3948835683831
762,2016,197.0,2,10.0,18.0,6.8,81.55,22.3,11.395838745231703,45.0057113846935
763,2016,162.5,1,11.0,22.0,0.0,40.14,41.6,26.314592566277703,47.2421868690947
764,2016,178.0,3,12.0,18.5,0.0,47.77,36.2,17.13462529326327,39.2863711605665
765,2016,37.5,0,13.0,25.6,0.0,85.19,12.8,11.437133248011245,44.7761194029851
766,2016,208.5,1,14.0,18.1,0.0,59.24,29.9,15.746990536472042,36.3856706578118
767,2016,160.0,3,15.0,20.6,0.0,61.7,14.5,4.582365713153148,36.251494744792
768,2016,209.0,1,16.0,21.1,0.0,66.97,9.0,4.450965382215397,47.13695025686
769,2016,184.5,3,17.0,22.3,0.0,49.13,19.7,2.8940422075329066,40.0289278611463
770,2016,17.0,3,18.0,23.4,1.42,60.28,8.3,0.9294905897647546,33.2067281606077
771,2016,146.0,3,19.0,16.4,15.87,81.5,10.7,10.093205972242341,34.4700944386149
772,2016,183.0,1,2.0,13.9,2.2,92.13,21.1,12.414222125879451,42.093156986774
773,2016,146.5,3,20.0,19.7,1.75,85.31,21.7,19.958423670518123,35.6231003039514
774,2016,113.0,1,21.0,22.4,0.0,53.52,14.8,14.540110566648096,41.5610952186351
775,2016,223.5,1,3.0,16.9,0.2,84.09,9.3,3.408251913132402,37.2603500972492
776,2016,237.5,1,4.0,18.3,0.0,76.57,14.7,9.994673622947568,43.37899543379001
777,2016,216.0,2,5.0,18.7,0.1,67.77,16.3,11.401751261281646,39.0832328106152
778,2016,190.5,1,6.0,24.1,0.0,56.48,11.1,2.2794473984218886,40.274841437632105
779,2016,162.5,2,7.0,21.5,0.0,70.88,22.0,7.294713184635686,42.735042735042704
780,2016,184.0,3,8.0,21.6,0.4,79.58,13.0,5.367552271238309,37.1030078978323
781,2016,184.5,3,9.0,23.9,0.2,68.41,17.4,6.8967261229535435,34.9873577749684
782,2017,14.0,0,1.0,16.1,0.0,91.84,22.2,9.891333333333332,52.2821576763485
783,2017,178.0,1,10.0,20.8,0.0,75.72,11.2,0.03051385842458027,44.31535269709539
784,2017,203.5,1,11.0,19.4,0.0,86.19,14.6,2.578862235789566,44.4889779559118
785,2017,214.5,3,12.0,19.4,0.4,84.23,11.7,9.340859119744882,36.8099914195824
786,2017,101.0,3,13.0,20.0,0.14,73.89,15.7,13.630667112583216,38.7261689210779
787,2017,181.5,2,14.0,18.9,0.0,64.83,24.2,15.203886008546165,41.5754644947824
788,2017,189.5,2,15.0,18.9,0.0,60.09,16.5,8.915199909905999,40.350150825102
789,2017,165.0,2,16.0,24.9,0.0,41.5,37.8,20.836322499306977,45.360824742268
790,2017,183.0,3,17.0,22.2,0.8,49.83,13.8,7.537805662455493,35.6860408428579
791,2017,179.5,3,18.0,16.3,21.8,91.96,22.3,5.037276098879156,38.388878987702704
792,2017,222.5,1,19.0,24.0,0.0,64.52,24.2,9.888553083622778,43.6060754532092
793,2017,203.5,1,2.0,15.3,0.6,83.92,23.2,3.1928446164445465,44.0635149765428
794,2017,22.5,0,20.0,25.6,0.0,65.82,21.9,0.0729999999999993,47.78761061946901
795,2017,103.0,1,21.0,17.0,0.2,69.09,18.7,10.077954364746065,42.4304840370752
796,2017,212.5,2,3.0,17.1,12.1,80.65,16.5,7.414462064322308,41.48815011660071
797,2017,207.5,1,4.0,20.2,0.0,67.08,10.7,0.898729669780333,42.3613473970738
798,2017,160.5,2,5.0,23.0,0.0,62.1,13.9,8.219825834474925,42.9718875502008
799,2017,216.0,1,6.0,26.3,0.2,54.74,18.3,15.844718049090721,42.413003163521296
800,2017,213.5,1,7.0,27.2,0.0,51.96,26.8,7.9237562329887865,42.235410484668606
801,2017,187.5,2,8.0,21.3,0.0,35.76,41.2,9.547105237185724,41.5922114732886
802,2017,181.5,3,9.0,23.9,1.0,71.06,20.2,4.5727361080097815,35.429996746556796
